Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,Street_broad,Name_broad,Address_broad,Rating_broad,Latitude_broad,Longitude_broad
butler st,ATM,"146 44th Street, Pittsburgh",,ChIJSRISCk3yNIgRupmzeX_KT7Q,40.4725156,-79.9616872,Butler St,ATM,"146 44th Street, Pittsburgh",,40.4725156,-79.9616872
liberty ave,International Fashion House Braiding & Boutique,"4709 Liberty Avenue, Pittsburgh",,ChIJSRT_BEfyNIgRBT7cTfxAwX0,40.4620819,-79.94947359999999,Liberty Ave,International Fashion House Braiding & Boutique,"4709 Liberty Avenue, Pittsburgh",,40.4620819,-79.94947359999999
34th st,Mattress Firm Warehouse,"55 38th Street, Pittsburgh",4.1,ChIJSTO7ALPzNIgR1TY91CZmg6Q,40.46852370000001,-79.96824289999999,34th St,Mattress Firm Warehouse,"55 38th Street, Pittsburgh",4.1,40.46852370000001,-79.96824289999999
penn ave,Butler St + 36th St,United States,,ChIJSW15v7TzNIgRV6KMwdDmgEk,40.465433,-79.965183,,,,,,
liberty ave,Bloomfield Community Market,"4401 Liberty Avenue, Pittsburgh",3.8,ChIJSW9ZdrnzNIgRj9BwbOPANKs,40.46411,-79.9524806,,,,,,
butler st,World War I Memorial Park,"201 46th Street, Pittsburgh",4.7,ChIJSWbaJ1LyNIgRgmnckUWc6ng,40.47285389999999,-79.95851480000002,Butler St,World War I Memorial Park,"201 46th Street, Pittsburgh",4.7,40.47285389999999,-79.95851480000002
penn ave,39th St + Butler,United States,,ChIJSYx0t0zyNIgRMA-lpU4aPUY,40.467498,-79.96359199999999,,,,,,
liberty ave,Pad Thai Noodle,"4770 Liberty Avenue, Pittsburgh",4.2,ChIJSbERT0fyNIgRGxDyCmC7sAY,40.46076600000001,-79.9477982,,,,,,
liberty ave,Thai Cuisine,"4627 Liberty Avenue, Pittsburgh",4.6,ChIJSegbAUfyNIgRxWUkXGV0_sM,40.46234,-79.9498926,Liberty Ave,Thai Cuisine,"4627 Liberty Avenue, Pittsburgh",4.6,40.46234,-79.9498926
butler st,BEER & CHEERS,"4327 Butler Street, Pittsburgh",3.8,ChIJSf7urOvzNIgRpurzk_CR1ls,40.4715084,-79.9600646,,,,,,
,,,,ChIJSwrDnU3zNIgRRGzgiDmQI4U,,,Liberty Ave,U-Haul Moving & Storage of Oakland,"3700 Bigelow Boulevard, Pittsburgh",3.8,40.4578682,-79.9563884
,,,,ChIJSzo-aKjzNIgRpgPSayFMd7M,,,51st St,Shear Timing,"500 Grant Avenue, Pittsburgh",4.9,40.4804912,-79.9739941
penn ave,Butler St + 37th,United States,,ChIJT1xkr7TzNIgRVK2T2povJbE,40.466091,-79.964775,,,,,,
penn ave,Bergen Street Piano Lessons,"3832 Mintwood Street, Pittsburgh",5.0,ChIJT2WmkIP3NIgRrTgpIJXnimQ,40.46372119999999,-79.95995769999999,,,,,,
penn ave,Shiloh Center,"3832 Mintwood Street, Pittsburgh",4.4,ChIJT4ahtUvyNIgRwrky4FojGPs,40.46370040000001,-79.9599334,,,,,,
penn ave,Belvedere’s Ultra-Dive,"4016 Butler Street, Pittsburgh",3.8,ChIJTS0VAU3yNIgRA8pOtAG_B6g,40.4689441,-79.9615335,Penn Ave,Belvedere’s Ultra-Dive,"4016 Butler Street, Pittsburgh",3.8,40.4689441,-79.9615335
,,,,ChIJTSceAqnzNIgRKrH4xw6lpj8,,,48th St,"Double L, INC","307 Grant Avenue, Millvale",4.5,40.4793975,-79.97236149999999
penn ave,"Robleto Kuruce, PLLC","3706 Butler Street, Pittsburgh",5.0,ChIJTTIhslbxNIgRNT5HiQJTdMw,40.4663709,-79.9643997,Penn Ave,"Robleto Kuruce, PLLC","3706 Butler Street, Pittsburgh",5.0,40.4663709,-79.9643997
liberty ave,The Hole Tavern,"4501 Torley Street, Pittsburgh",4.7,ChIJTUAT5IDzNIgRiYV3wAV1-Wc,40.4648698,-79.9505188,,,,,,
liberty ave,M. O’Herron Company,"4002 Lorigan Street, Pittsburgh",3.7,ChIJTVpDzknyNIgRDS9U29IvEJ0,40.46130650000001,-79.9561643,Liberty Ave,M. O’Herron Company,"4002 Lorigan Street, Pittsburgh",3.7,40.46130650000001,-79.9561643
liberty ave,Hogan Studios,"4523 Liberty Avenue, Pittsburgh",,ChIJTW-tTUbyNIgRRlt27qeDoWw,40.46292049999999,-79.950915,Liberty Ave,Hogan Studios,"4523 Liberty Avenue, Pittsburgh",,40.46292049999999,-79.950915
,,,,ChIJTWazBKnzNIgRio_BdlHNrH8,,,46th St,Medicap Pharmacy,"225 Grant Avenue, Millvale",4.7,40.479057,-79.9720861
penn ave,Noire Distillery,"3908 Penn Avenue, Pittsburgh",5.0,ChIJTX0yv6rzNIgRet4O5PdFI0A,40.46478,-79.95952799999999,Penn Ave,Noire Distillery,"3908 Penn Avenue, Pittsburgh",5.0,40.46478,-79.95952799999999
liberty ave,Ficarri Builders,"4518 Liberty Avenue, Pittsburgh",,ChIJTYsvbaLzNIgR2GN7eMNGwu4,40.46260439999999,-79.95134809999999,Liberty Ave,Ficarri Builders,"4518 Liberty Avenue, Pittsburgh",,40.46260439999999,-79.95134809999999
liberty ave,Pittsburgh tobacco and vape,"4776 Liberty Avenue, Pittsburgh",5.0,ChIJT_5T8SrzNIgRQQX0ykyJXSE,40.4606299,-79.9476277,,,,,,
liberty ave,Serpent Moon Tattoo Co.,"4516 Liberty Avenue, Pittsburgh",4.9,ChIJTappsurzNIgRIPhBHxPSSQY,40.4626673,-79.9513918,Liberty Ave,Serpent Moon Tattoo Co.,"4516 Liberty Avenue, Pittsburgh",4.9,40.4626673,-79.9513918
liberty ave,Liberty Ave at Pearl St,United States,,ChIJTd-0B0fyNIgRnPV7TO8Spts,40.462094,-79.949877,,,,,,
butler st,Merritt Chase,"188 43rd Street, Pittsburgh",,ChIJTdMzI9nzNIgR10msu1Cz9RE,40.4707355,-79.9610699,,,,,,
,,,,ChIJTdPG5qvzNIgRx3k3ABPW9BA,,,42nd St,Propane Grills & Campers,United States,,40.4776415,-79.9694391
penn ave,Over Eden,"177 40th Street, Pittsburgh",4.0,ChIJTdlGrlzzNIgRIQf1pxrBMXc,40.469456,-79.9629301,34th St,Over Eden,"177 40th Street, Pittsburgh",4.0,40.469456,-79.9629301
liberty ave,brothmonger,"4770 Liberty Avenue, Pittsburgh",5.0,ChIJTfjP8QzzNIgRIAHf6XCyQOQ,40.4607564,-79.94779439999999,,,,,,
liberty ave,Nail Studio 1,"4513 Liberty Avenue, Pittsburgh",4.5,ChIJTzcxSkbyNIgRXjM9Nn4UBhQ,40.4630309,-79.95125879999999,,,,,,
penn ave,USA Dust Guard,"24 39th Street, Pittsburgh",5.0,ChIJU0e447LzNIgRBdGCU-EshSk,40.47038420000001,-79.96670879999999,34th St,USA Dust Guard,"24 39th Street, Pittsburgh",5.0,40.47038420000001,-79.96670879999999
,,,,ChIJU1GzyrfzNIgRumpoMGEdtXA,,,34th St,Cardinal Health,"70 33rd Street, Pittsburgh",5.0,40.4627538,-79.97206059999999
liberty ave,Mariani Appraisal Services,"4729 Liberty Avenue, Pittsburgh",,ChIJU1c6EUfyNIgRadEXyqUkLzs,40.461721,-79.9486953,Liberty Ave,Mariani Appraisal Services,"4729 Liberty Avenue, Pittsburgh",,40.461721,-79.9486953
liberty ave,Pleasure Bar,"4729 Liberty Avenue, Pittsburgh",4.2,ChIJU1c6EUfyNIgRg8gKJwQNl4c,40.4617028,-79.9486917,Liberty Ave,Pleasure Bar,"4729 Liberty Avenue, Pittsburgh",4.2,40.4617028,-79.9486917
liberty ave,Pittsburgh Ceiling Tile Co,"4117 Liberty Avenue # 2, Pittsburgh",,ChIJU2kpWEjyNIgRHRNtshvbUYk,40.46367969999999,-79.95377049999999,,,,,,
liberty ave,"Robert C. Hawkins, Board","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRKsnm7fTwKoA,40.4636882,-79.9538067,,,,,,
liberty ave,"Robin J. Sherwood, RN","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRW4pVBuWcMjI,40.4636882,-79.9538067,,,,,,
liberty ave,"Dr. Eugene S. Ortiz, MD","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRpksVM0UzQsE,40.4636882,-79.9538067,Liberty Ave,"Dr. Eugene S. Ortiz, MD","4117 Liberty Avenue, Pittsburgh",,40.4636882,-79.9538067
liberty ave,Cancer Caring Center,"4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRx8RtWa9Rerg,40.4636573,-79.95384240000001,,,,,,
liberty ave,Nathaniel Vernon I MD,"4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRxaxqcKqfAF0,40.4637138,-79.9538054,,,,,,
,,,,ChIJU6_3kpjzNIgRe348rCjIgeI,,,Fisk St,MT Troy Rd + #2840,United States,,40.476907,-79.98756499999999
liberty ave,Dr Barad Illuminated SkinCare,"4424 Penn Avenue Accessible Seating, Pittsburgh",5.0,ChIJU7-g-UXyNIgR8jamBEFkXn0,40.4658719,-79.9526006,,,,,,
penn ave,POGOH Bike Share Station,"199-191 36th Street, Pittsburgh",,ChIJU7a9JADzNIgR76GXNJj5Qug,40.4654394,-79.96551790000001,,,,,,
penn ave,PGH Urban Garden Consultant,"400 Main Street, Pittsburgh",,ChIJURlImGHzNIgRRIbFbNV2zgo,40.4657486,-79.95518260000001,,,,,,
liberty ave,"Weinbaum, David L., MD","4778 Liberty Avenue, Pittsburgh",,ChIJUU0xTEfyNIgRAqPxzDJHeQg,40.4606096,-79.947555,,,,,,
liberty ave,Subway,"4778 Liberty Avenue, Pittsburgh",3.8,ChIJUU0xTEfyNIgRm45QJ4PgP2o,40.4606046,-79.9475539,,,,,,
liberty ave,Infectious Disease Associates,"4778 Liberty Avenue, Pittsburgh",,ChIJUU0xTEfyNIgRvK3tkg9um7o,40.4605989,-79.9475702,,,,,,
51st st,"American National Skyline, Inc. of Pittsburgh","14 Sedgwick Street, Pittsburgh",,ChIJUUQaqNrzNIgR-wSMUdjF9CQ,40.4796024,-79.9743143,Plummer St,"American National Skyline, Inc. of Pittsburgh","14 Sedgwick Street, Pittsburgh",,40.4796024,-79.9743143
liberty ave,Main St + Howley FS,United States,,ChIJUVXioUjyNIgRCfPkqUz5dvA,40.46420699999999,-79.953178,,,,,,
butler st,MSTR,"4504 Butler Street, Pittsburgh",4.7,ChIJUWqRGFLyNIgR_O-Ip_85cuc,40.4722254,-79.95893230000001,Penn Ave,MSTR,"4504 Butler Street, Pittsburgh",4.7,40.4722254,-79.95893230000001
,,,,ChIJUXB8AqnzNIgRcOP8GKd5vvQ,,,46th St,Wild At Heart Body Arts,"305 Grant Avenue #2611, Pittsburgh",4.9,40.47936079999999,-79.97230449999999
,,,,ChIJUZg76VR9NIgRInHUwFFLo4k,,,Stanton Ave,"W Group Holdings, LLC","413 North Avenue, Pittsburgh",3.5,40.482651,-79.973738
,,,,ChIJU_jHBzfyNIgRN3WoeLEUloY,,,Liberty Ave,Family Foot Center,"Gold Way, Pittsburgh",,40.45794089999999,-79.9550345
penn ave,Penn Ave + Main,United States,,ChIJU_whLU_yNIgRR4e0cnshO74,40.465725,-79.95505399999999,,,,,,
,,,,ChIJUaMInGrzNIgRhdWpVM2g-pE,,,46th St,Hometown Tattoo,"223 Grant Avenue, Millvale",4.9,40.479004,-79.97200939999999
penn ave,Women & Girls Foundation-Swp,"3700 Butler Street Studio C, Pittsburgh",4.0,ChIJUeVIzVnxNIgRxXd2J3Upfkc,40.4662644,-79.9644211,,,,,,
penn ave,Steel City Speed & Custom,"100 40th Street, Pittsburgh",4.6,ChIJUeg7u7LzNIgRhckGWZEP3Qw,40.4708268,-79.9647737,34th St,Steel City Speed & Custom,"100 40th Street, Pittsburgh",4.6,40.4708268,-79.9647737
,,,,ChIJUzDEBrfzNIgReLtXUr0Xvz0,,,34th St,33rd Street Railroad Bridge,Pittsburgh,,40.4648553,-79.9728308
penn ave,Allison McGeary Florist,"3625 Butler Street, Pittsburgh",4.7,ChIJV1v5o7TzNIgRQhWKjo3YUbo,40.46615010000001,-79.9650716,Butler St,Allison McGeary Florist,"3625 Butler Street, Pittsburgh",4.7,40.46615010000001,-79.9650716
48th st,"Leone Electrical Contractors, LLC","1 Sheridan Street, Millvale",3.5,ChIJV3uvGAXzNIgRKiPBE0-oJxg,40.47745049999999,-79.97203119999999,43rd St,"Leone Electrical Contractors, LLC","1 Sheridan Street, Millvale",3.5,40.47745049999999,-79.97203119999999
butler st,The Parlor Dim Sum,"4401 Butler Street, Pittsburgh",4.4,ChIJV4HpDlLyNIgRnw3FBi-owp4,40.4716799,-79.9598796,,,,,,
,,,,ChIJV79ZZlHyNIgRA3nFHpLybEU,,,Butler St,Barb's Corner Kitchen,"4711 Butler Street, Pittsburgh",4.3,40.47449169999999,-79.957917
liberty ave,Ella St + Liberty,United States,5.0,ChIJV8rNMEbyNIgRjgkwngkaL40,40.46331439999999,-79.951753,,,,,,
,,,,ChIJVQ2CZFHyNIgRICjzgUIhCdg,,,Butler St,Teamsters Local 249,"4701 Butler Street, Pittsburgh",5.0,40.4742738,-79.9580173
,,,,ChIJVRMt3LnzNIgR9rzKEsv9FLg,,,37th St,Indiana County Conservation District,"400 Waterfront Drive, Pittsburgh",,40.4659736,-79.9756268
penn ave,Athena Bitcoin ATM,"4010 Penn Avenue, Pittsburgh",,ChIJVTZZcxDzNIgRDuCESAqo1pE,40.4649901,-79.9574344,,,,,,
butler st,Greater Pittsburgh Medical Associates-UPMC,"193 43rd Street, Pittsburgh",,ChIJVUo-SAbzNIgRWTGygtvKqMk,40.4708505,-79.96046179999999,,,,,,
penn ave,Mi Empanada,"4034 Butler Street, Pittsburgh",4.5,ChIJVV4HnqLxNIgRxbPYfPin_Wo,40.4693291,-79.9612259,Penn Ave,Mi Empanada,"4034 Butler Street, Pittsburgh",4.5,40.4693291,-79.9612259
penn ave,Keiichiro Narumoto,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRE6imzMOYdSs,40.4689045,-79.9634657,34th St,Keiichiro Narumoto,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Lisa Schlar,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRKzbWFRIBb7U,40.4689045,-79.9634657,Butler St,Lisa Schlar,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,"Donald B. Middleton, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRMJsqmIcw-FI,40.4689045,-79.9634657,34th St,"Donald B. Middleton, MD","3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Andrew Leuenberger,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRObKea-Citi4,40.4689045,-79.9634657,34th St,Andrew Leuenberger,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Dr. Elizabeth Wettick,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRdS1HwZtWuno,40.4689045,-79.9634657,34th St,Dr. Elizabeth Wettick,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Matthew Harbaugh,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRiNbfHLKsHlY,40.4689045,-79.9634657,34th St,Matthew Harbaugh,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,"Stella Leonora Winters, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRnFWFGMdO5V8,40.4689045,-79.9634657,34th St,"Stella Leonora Winters, MD","3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Patricia Mcguire,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRooccTJxFkxg,40.4689045,-79.9634657,34th St,Patricia Mcguire,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,"Yufei Ge, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRyggHly7u7JA,40.4689045,-79.9634657,34th St,"Yufei Ge, MD","3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
penn ave,Connor Mckittrick,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRz8JGTSUgU7A,40.4689045,-79.9634657,Butler St,Connor Mckittrick,"3937 Butler Street, Pittsburgh",,40.4689045,-79.9634657
butler st,Mark Gillece Plumbing & Heating,Pittsburgh,3.0,ChIJVVVVVVDyNIgRkPbwOaUdNX4,40.47371630000001,-79.96123659999999,,,,,,
,,,,ChIJVVW5HQryNIgReutLJWz0sHQ,,,Plummer St,Creative Citizen studios,"312 Grant Avenue, Pittsburgh",,40.47972609999999,-79.97263099999999
liberty ave,Main St + Howley,United States,,ChIJVZjGokjyNIgRz19EaaAHwF0,40.46434000000001,-79.953484,,,,,,
penn ave,Mezcal Mexican Cantina,"4123 Butler Street, Pittsburgh",,ChIJVbQic9zzNIgRmEsQQXRvNm0,40.47010760000001,-79.96096770000001,Butler St,Mezcal Mexican Cantina,"4123 Butler Street, Pittsburgh",4.8,40.47010760000001,-79.96096770000001
,,,,ChIJVbV6V6jzNIgRjD15Ngc1KTs,,,McCandless Ave,ATM,"313 North Avenue, Pittsburgh",,40.4821316,-79.97416009999999
penn ave,Ron Donoughe,"208 Main Street, Pittsburgh",5.0,ChIJVdhNu03yNIgR1lPcrYmdXbQ,40.4695931,-79.9607654,Penn Ave,Ron Donoughe,"208 Main Street, Pittsburgh",5.0,40.4695931,-79.9607654
liberty ave,Liberty Ave + Pearl,United States,,ChIJVejoB0fyNIgRzocYuLEIe1c,40.46210900000001,-79.949989,,,,,,
liberty ave,Paf Enterprise,"4516 Liberty Avenue, Pittsburgh",,ChIJVekotUfyNIgRU3A-m0Wup4s,40.4627335,-79.9512869,,,,,,
penn ave,Elisco's Creative Café,"3707 Butler Street, Pittsburgh",4.7,ChIJVxBcV7PzNIgRNFWWJFJ3Rdg,40.4665326,-79.96465839999999,Butler St,Elisco's Creative Café,"3707 Butler Street, Pittsburgh",4.7,40.4665326,-79.96465839999999
liberty ave,Friendship Ave + Howley,United States,,ChIJVxsxdUbyNIgR4wMf-b_SdqU,40.46525,-79.951388,,,,,,
butler st,Fort Willow Developers,"115 41st Street, Pittsburgh",3.0,ChIJW0JBqlLyNIgRlR48xfww3kk,40.4714289,-79.96377269999999,Butler St,Fort Willow Developers,"115 41st Street, Pittsburgh",3.0,40.4714289,-79.96377269999999
butler st,Carnegie Mellon Robotics Academy,"10 40th Street, Pittsburgh",,ChIJW45b26bzNIgR4ct9TYvJPmc,40.47317590000001,-79.96500619999999,35th St,Carnegie Mellon Robotics Academy,"10 40th Street, Pittsburgh",,40.47317590000001,-79.96500619999999
liberty ave,Pittsburgh Restaurant Workers Aid,United States,,ChIJW4COrkfyNIgRhKKYzcZ_OAI,40.4623197,-79.9505399,,,,,,
penn ave,Renew the 'I do' Foundation,"3706 Butler Street, Pittsburgh",4.9,ChIJW5Yj19bzNIgR1ozbqykUUjY,40.4663709,-79.9643997,,,,,,
penn ave,Citizens Bank,"Ronald McDonald House, 451 44th Street, Pittsburgh",3.0,ChIJW6Mn5lHyNIgR7Hj3Idv3c8g,40.46747000000001,-79.9539042,,,,,,
penn ave,"BCD Pink, Inc. Drop and Fluff!","Main Street, Pittsburgh",,ChIJWQe2tP_zNIgRSiMBmZgh5z4,40.46689879999999,-79.95673699999999,Penn Ave,"BCD Pink, Inc. Drop and Fluff!","Main Street, Pittsburgh",,40.46689879999999,-79.95673699999999
penn ave,Butler St + 37th St,United States,,ChIJWRN6qLTzNIgRYg0fbH0wD_M,40.46633,-79.96471,34th St,Butler St + 37th St,United States,,40.46633,-79.96471
penn ave,PNC Mortgage,"4101 Butler Street, Pittsburgh",,ChIJWStWKqTzNIgR53itXb7aVeY,40.4697727,-79.96136729999999,,,,,,
liberty ave,Mary Hamilton,"4302 Main Street, Pittsburgh",,ChIJWThlymXzNIgRB_x8LHK8Ego,40.464479,-79.9537829,,,,,,
,,,,ChIJWVY4G9bzNIgRbSWZ0Lgx1YE,,,Liberty Ave,Moving Supplies at U-Haul,"3700 Bigelow Boulevard, Pittsburgh",,40.4576139,-79.95653080000001
34th st,Millvale,Millvale,,ChIJWWZBIhHzNIgRODpMSGtCnkM,40.480069,-79.9783862,35th St,Millvale,Millvale,,40.480069,-79.9783862
liberty ave,Citizens,"4314 Penn Avenue, Pittsburgh",3.4,ChIJWZaLA0fyNIgRQ9a85BZ0gGw,40.4656989,-79.95371279999999,,,,,,
liberty ave,ACE Cash Express,"4528 Liberty Avenue, Pittsburgh",4.9,ChIJW_YAtEfyNIgR3diGDH-s0s0,40.4625411,-79.9510538,Liberty Ave,ACE Cash Express,"4528 Liberty Avenue, Pittsburgh",4.9,40.4625411,-79.9510538
,,,,ChIJWwigGyvzNIgRAvMD9SjnEhg,,,49th St,Shedquarters Self Pet Wash & Pet Supplies,"419 Grant Avenue, Pittsburgh",4.6,40.4800704,-79.97382859999999
,,,,ChIJWysyvbTzNIgRy1SGsoPrL2w,,,Stanton Ave,Pageboy Salon & Boutique,"420 North Avenue, Pittsburgh",4.9,40.4827187,-79.9731363
penn ave,St Fidelis Development,"220 37th Street, Pittsburgh",,ChIJWzZ0IbPzNIgRj5XXQMIeoG0,40.4687649,-79.96522019999999,34th St,St Fidelis Development,"220 37th Street, Pittsburgh",,40.4687649,-79.96522019999999
penn ave,The Port,"3620 Butler Street, Pittsburgh",,ChIJX34-qQ3zNIgR3_sHNJwRPmI,40.46564370000001,-79.96474289999999,,,,,,
liberty ave,Wilson's Pharmacy,"4101 Penn Avenue A, Pittsburgh",4.3,ChIJX7iHLE_yNIgRdUvOLq0Zikg,40.465856,-79.955212,,,,,,
,,,,ChIJX7s0qUryNIgRBMSrVvV-F7o,,,Penn Ave,All Occasions Party Rental,"3600 Liberty Avenue, Pittsburgh",3.7,40.4616342,-79.9637588
penn ave,Transitional Rehabilitation at Canterbury Place,"310 Fisk Street, Pittsburgh",5.0,ChIJXSZEU0nyNIgRmzG05_LdZp8,40.4662815,-79.9584636,Penn Ave,Transitional Rehabilitation at Canterbury Place,"310 Fisk Street, Pittsburgh",5.0,40.4662815,-79.9584636
liberty ave,Regis Iovino Appraisal Company,"4729 Liberty Avenue, Pittsburgh",1.0,ChIJXSouFkfyNIgRWgmzaTv2kAg,40.4617151,-79.94869229999999,Liberty Ave,Regis Iovino Appraisal Company,"4729 Liberty Avenue, Pittsburgh",1.0,40.4617151,-79.94869229999999
butler st,Vergil Architects,"4311 Butler Street, Pittsburgh",5.0,ChIJXW-RBd_zNIgRGIo1N_gF0WY,40.4711005,-79.96042829999999,,,,,,
,,,,ChIJXYlVhanzNIgRvS7OIfEGB00,,,52nd St,J P Paracca Flooring and Design,"221 North Avenue, Pittsburgh",4.6,40.48151289999999,-79.9747216
liberty ave,Dr. Brendan Marr,"4727 Friendship Avenue, Pittsburgh",5.0,ChIJXaT9xEbyNIgRdIQ-SQrMt_c,40.4632569,-79.9481624,Liberty Ave,Dr. Brendan Marr,"4727 Friendship Avenue, Pittsburgh",5.0,40.4632569,-79.9481624
penn ave,Ineffable Events,"3920 Penn Avenue, Pittsburgh",5.0,ChIJXasKajzzNIgRwCJMCyKiipw,40.4646779,-79.9592701,,,,,,
liberty ave,Liberty Tax,"4519 Liberty Avenue, Pittsburgh",3.8,ChIJXc6adlLyNIgRAMAezGNXF4w,40.46299450000001,-79.9510683,Liberty Ave,Liberty Tax,"4519 Liberty Avenue, Pittsburgh",3.8,40.46299450000001,-79.9510683
penn ave,Central Lawrenceville Neighborway,"401 Willow Street, Pittsburgh",,ChIJXcsmjCHzNIgR80PZD1hMMxE,40.470866,-79.9648959,34th St,Central Lawrenceville Neighborway,"401 Willow Street, Pittsburgh",,40.470866,-79.9648959
penn ave,convive coffee roastery,"4032 Butler Street, Pittsburgh",4.7,ChIJXxJOonLzNIgRLoWk4qqp7D8,40.4692938,-79.9613086,Butler St,convive coffee roastery,"4032 Butler Street, Pittsburgh",4.7,40.4692938,-79.9613086
51st st,Krusty the Neighborhood Cat,"2 Sedgwick Street, Pittsburgh",4.6,ChIJY1G6S_rzNIgRfr4HqWbSH5E,40.4793104,-79.97457370000001,48th St,Krusty the Neighborhood Cat,"2 Sedgwick Street, Pittsburgh",4.6,40.4793104,-79.97457370000001
penn ave,Magisterial District Court 05-03-10,"4211 Butler Street, Pittsburgh",2.1,ChIJY5JyhU3yNIgRqQThQZukgiI,40.4706663,-79.9606715,Penn Ave,Magisterial District Court 05-03-10,"4211 Butler Street, Pittsburgh",2.1,40.4706663,-79.9606715
butler st,Lawrence Hall,"4609 Butler Street, Pittsburgh",4.1,ChIJY7vxeg3zNIgRbP8LKtK3xXc,40.47324649999999,-79.95882460000001,Butler St,Lawrence Hall,"4609 Butler Street, Pittsburgh",4.1,40.47324649999999,-79.95882460000001
34th st,Perrotte Wood Finishing Co,"19 35th Street, Pittsburgh",5.0,ChIJY8y_vbbzNIgR5D_w8kNLEEo,40.4663775,-79.97024669999999,34th St,Perrotte Wood Finishing Co,"19 35th Street, Pittsburgh",5.0,40.4663775,-79.97024669999999
liberty ave,Shadyside Dental Laboratory,"4751 Liberty Avenue, Pittsburgh",,ChIJY9bkO0fyNIgRaAfTdMIiMRs,40.4614524,-79.9483489,,,,,,
liberty ave,Shadyside Dental Laboratory: Linderman Amy J DDS,"4751 Liberty Avenue, Pittsburgh",,ChIJY9bkO0fyNIgRtDEMNDwiKJ8,40.461577,-79.94825399999999,,,,,,
butler st,Future Farms,"185 43rd Street, Pittsburgh",5.0,ChIJYQC4V0rzNIgRLq9ykYrDeBk,40.47109939999999,-79.96083569999999,,,,,,
,,,,ChIJYS_GAajzNIgRdC__Xp5AsVk,,,McCandless Ave,Lloyd McBride Court,"614 Lincoln Avenue, Millvale",4.5,40.4823236,-79.9749456
liberty ave,Budget Truck Rental,"4052b Liberty Avenue, Pittsburgh",2.3,ChIJYUogVEjyNIgRR9TuXAGf9So,40.46293709999999,-79.955347,Liberty Ave,Budget Truck Rental,"4052b Liberty Avenue, Pittsburgh",2.3,40.46293709999999,-79.955347
penn ave,UPMC Children’s Hospital of Pittsburgh North Garage,"4100 Penn Avenue, Pittsburgh",5.0,ChIJYWR6nI7zNIgR54miK3JFOOQ,40.4679281,-79.95473799999999,,,,,,
penn ave,El Sabor,"4100 Penn Avenue, Pittsburgh",4.6,ChIJYWX4vDrzNIgRZHYf7f0e8w0,40.4656025,-79.9548664,,,,,,
penn ave,Black Cherry Design,"3818 Butler Street Suite 1, Pittsburgh",3.7,ChIJYXEY67TzNIgRFJuk7p5ot5s,40.4672237,-79.9638372,Butler St,Black Cherry Design,"3818 Butler Street Suite 1, Pittsburgh",3.7,40.4672237,-79.9638372
,,,,ChIJYYTcEqjzNIgRApr4qqR5zLI,,,Plummer St,The River's Edge Radio Network,"415 Evergreen Avenue Suite 101, Millvale",5.0,40.4811017,-79.9723102
,,,,ChIJYZvzJrbzNIgRVexAyqMES0I,,,34th St,Zenith Supply Co,"50 32nd Street, Pittsburgh",2.3,40.4623295,-79.9715849
liberty ave,Jak's Bakery,"4310 Main Street, Pittsburgh",5.0,ChIJYb5Qz_7tNIgRRN5YmPjBT0g,40.4642199,-79.9533556,,,,,,
penn ave,Styled by Georgia Bloom,"3706 Butler Street, Pittsburgh",,ChIJYc1KaenzNIgRwPzwumqP9EQ,40.4663709,-79.9643997,,,,,,
liberty ave,Sapling Press,"4618 Friendship Avenue, Pittsburgh",4.4,ChIJYeTC57TzNIgR3WtfloP8Hoo,40.4640691,-79.9499675,,,,,,
