Address,Business Name,Street,Rating,Latitude,Longitude,Flag
5129 carnegie st,5129 Carnegie St,"5129 Carnegie St, Pittsburgh, PA 15201, USA",,40.4786665,-79.95444169999999,broad_filled
5129 dresden way,5129 Dresden Way,"5129 Dresden Way, Pittsburgh, PA 15201, USA",,40.4788799,-79.954894,broad_filled
5129 kent way,5129 Kent Way,"5129 Kent Way, Pittsburgh, PA 15201, USA",,40.47837759999999,-79.95279049999999,broad_filled
5129 keystone st,5129 Keystone St,"5129 Keystone St, Pittsburgh, PA 15201, USA",,40.4781556,-79.9537411,broad_filled
513 52nd st,513 52nd St,"513 52nd St, Pittsburgh, PA 15201, USA",,40.47910359999999,-79.9523574,broad_filled
513 54th st,513 54th St,"513 54th St, Pittsburgh, PA 15201, USA",,40.4814879,-79.9492205,broad_filled
5130 butler st,5130 Butler St,"5130 Butler St, Pittsburgh, PA 15201, USA",,40.4791268,-79.9550143,broad_filled
5130 carnegie st,5130 Carnegie St,"5130 Carnegie St, Pittsburgh, PA 15201, USA",,40.47858,-79.954257,broad_filled
5130 holmes st,5130 Holmes St,"5130 Holmes St, Pittsburgh, PA 15201, USA",,40.4782462,-79.952347,broad_filled
5130 stanton ave,5130 Stanton Ave,"5130 Stanton Ave, Pittsburgh, PA 15201, USA",,40.47779329999999,-79.95463579999999,broad_filled
5131 1/2 carnegie st,5131 1/2 Carnegie St,"5131 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.4787891,-79.9544349,broad_filled
5131 carnegie st,5131 Carnegie St,"5131 Carnegie St, Pittsburgh, PA 15201, USA",,40.4787592,-79.9544514,broad_filled
5131 holmes st,5131 Holmes St,"5131 Holmes St, Pittsburgh, PA 15201, USA",,40.47835660000001,-79.9525501,broad_filled
5131 keystone st,5131 Keystone St,"5131 Keystone St, Pittsburgh, PA 15201, USA",,40.4782271,-79.9537455,broad_filled
5131 natrona way,5131 Natrona Way,"5131 Natrona Way, Pittsburgh, PA 15201, USA",,40.47839820000001,-79.95408499999999,broad_filled
5131 ruby st,5131 Ruby St,"5131 Ruby St, Pittsburgh, PA 15201, USA",,40.479517,-79.955765,broad_filled
5132 butler st,5132 Butler St,"5132 Butler St, Pittsburgh, PA 15201, USA",,40.4791786,-79.954984,broad_filled
5132 carnegie st,5132 Carnegie St,"5132 Carnegie St, Pittsburgh, PA 15201, USA",,40.4786028,-79.9541754,broad_filled
5132 holmes st,5132 Holmes St,"5132 Holmes St, Pittsburgh, PA 15201, USA",,40.47826800000001,-79.9522824,broad_filled
5132 keystone st,5132 Keystone St,"5132 Keystone St, Pittsburgh, PA 15201, USA",,40.4781668,-79.9533706,broad_filled
5133 carnegie st,5133 Carnegie St,"5133 Carnegie St, Pittsburgh, PA 15201, USA",,40.4788341,-79.95440769999999,broad_filled
5133 holmes st,5133 Holmes St,"5133 Holmes St, Pittsburgh, PA 15201, USA",,40.47840619999999,-79.9525287,broad_filled
5133 kent way,5133 Kent Way,"5133 Kent Way, Pittsburgh, PA 15201, USA",,40.4784698,-79.9529434,broad_filled
5133 keystone st,5133 Keystone St,"5133 Keystone St, Pittsburgh, PA 15201, USA",,40.4782749,-79.95371999999999,broad_filled
5133 natrona way,5133 Natrona Way,"5133 Natrona Way, Pittsburgh, PA 15201, USA",,40.4785452,-79.9539865,broad_filled
5134 butler st,5134 Butler St,"5134 Butler St, Pittsburgh, PA 15201, USA",,40.4792289,-79.9549574,broad_filled
5134 carnegie st,Mowry-Addison Mansion,"5134 Carnegie St, Pittsburgh, PA 15201, United States",1,40.4787087,-79.954079,broad_filled
5134 dresden way,5134 Dresden Way,"5134 Dresden Way, Pittsburgh, PA 15201, USA",,40.4788983,-79.9546175,broad_filled
5134 keystone st,5134 Keystone St,"5134 Keystone St, Pittsburgh, PA 15201, USA",,40.4782451,-79.95340689999999,broad_filled
5135 carnegie st,5135 Carnegie St,"5135 Carnegie St, Pittsburgh, PA 15201, USA",,40.4788704,-79.9543793,broad_filled
5135 keystone st,5135 Keystone St,"5135 Keystone St, Pittsburgh, PA 15201, USA",,40.47834,-79.9536742,broad_filled
5136 butler st,5136 Butler St,"5136 Butler St, Pittsburgh, PA 15201, USA",,40.4792712,-79.9547901,broad_filled
5136 holmes st,5136 Holmes St,"5136 Holmes St, Pittsburgh, PA 15201, USA",,40.4783311,-79.95217319999999,broad_filled
5136 keystone st,5136 Keystone St,"5136 Keystone St, Pittsburgh, PA 15201, USA",,40.4782667,-79.9533826,broad_filled
5137 butler st,5137 Butler St,"5137 Butler St, Pittsburgh, PA 15201, USA",,40.47939400000001,-79.95537279999999,broad_filled
5137 carnegie st,5137 Carnegie St,"5137 Carnegie St, Pittsburgh, PA 15201, USA",,40.4789175,-79.95435499999999,broad_filled
5137 holmes st,Javo Studios,"5137 Holmes St, Pittsburgh, PA 15201, United States",5,40.4785219,-79.9524184,broad_filled
5137 keystone st,5137 Keystone St,"5137 Keystone St, Pittsburgh, PA 15201, USA",,40.4783711,-79.9535585,broad_filled
5138 dresden way,5138 Dresden Way,"5138 Dresden Way, Pittsburgh, PA 15201, USA",,40.4790508,-79.95455679999999,broad_filled
5138 holmes st,5138 Holmes St,"5138 Holmes St, Pittsburgh, PA 15201, USA",,40.4783259,-79.9520999,broad_filled
5138 natrona way,5138 Natrona Way,"5138 Natrona Way, Pittsburgh, PA 15201, USA",,40.4784852,-79.953805,broad_filled
5139 carnegie st,5139 Carnegie St,"5139 Carnegie St, Pittsburgh, PA 15201, USA",,40.47888529999999,-79.954306,broad_filled
5139 carnegie st apt 1,5139 Carnegie St #1,"5139 Carnegie St #1, Pittsburgh, PA 15201, USA",,40.47888529999999,-79.954306,broad_filled
5139 carnegie st apt 2,5139 Carnegie St #2,"5139 Carnegie St #2, Pittsburgh, PA 15201, USA",,40.47888529999999,-79.954306,broad_filled
5139 keystone st,5139 Keystone St,"5139 Keystone St, Pittsburgh, PA 15201, USA",,40.4784403,-79.9536064,broad_filled
5139 keystone st 1,5139 Keystone St #1,"5139 Keystone St #1, Pittsburgh, PA 15201, USA",,40.4784338,-79.9536158,broad_filled
5139 keystone st 2,5139 Keystone St #2,"5139 Keystone St #2, Pittsburgh, PA 15201, USA",,40.4784338,-79.9536158,broad_filled
514 54th st,514 54th St,"514 54th St, Pittsburgh, PA 15201, USA",,40.4813719,-79.9494615,broad_filled
514 mccandless ave,514 McCandless Ave,"514 McCandless Ave, Pittsburgh, PA 15201, USA",,40.4799163,-79.9513767,broad_filled
514 mccandless ave apt 1,514 McCandless Ave Apartment 1,"514 McCandless Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4800483,-79.95147949999999,broad_filled
514 mccandless ave apt 2,514 McCandless Ave Apartment 2,"514 McCandless Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4800483,-79.95147949999999,broad_filled
514 mccandless ave apt 3,514 McCandless Ave Apartment 3,"514 McCandless Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.4800483,-79.95147949999999,broad_filled
5140 butler st,5140 Butler St,"5140 Butler St, Pittsburgh, PA 15201, USA",,40.4794315,-79.9548571,broad_filled
5140 dresden way,5140 Dresden Way,"5140 Dresden Way, Pittsburgh, PA 15201, USA",,40.47908839999999,-79.9545349,broad_filled
5140 kent way,5140 Kent Way,"5140 Kent Way, Pittsburgh, PA 15201, USA",,40.4784285,-79.9527706,broad_filled
5140 keystone st,5140 Keystone St,"5140 Keystone St, Pittsburgh, PA 15201, USA",,40.4783035,-79.9532931,broad_filled
5140 natrona way,5140 Natrona Way,"5140 Natrona Way, Pittsburgh, PA 15201, USA",,40.4786401,-79.9537149,broad_filled
5141 1/2 carnegie st,5141 1/2 Carnegie St,"5141 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.4790326,-79.95429109999999,broad_filled
5141 carnegie st,5141 Carnegie St,"5141 Carnegie St, Pittsburgh, PA 15201, USA",,40.479002,-79.9542982,broad_filled
5141 kent way,5141 Kent Way,"5141 Kent Way, Pittsburgh, PA 15201, USA",,40.4786768,-79.9528342,broad_filled
5142 butler st,5142 Butler St,"5142 Butler St, Pittsburgh, PA 15201, USA",,40.4794695,-79.9547797,broad_filled
5142 keystone st,5142 Keystone St,"5142 Keystone St, Pittsburgh, PA 15201, USA",,40.4783557,-79.9532789,broad_filled
5142 natrona way,5142 Natrona Way,"5142 Natrona Way, Pittsburgh, PA 15201, USA",,40.4786808,-79.9537036,broad_filled
5142 ruby st,5142 Ruby St,"5142 Ruby St, Pittsburgh, PA 15201, USA",,40.479888,-79.9556082,broad_filled
5143 carnegie st,5143 Carnegie St,"5143 Carnegie St, Pittsburgh, PA 15201, USA",,40.47907259999999,-79.95425999999999,broad_filled
5143 holmes st,5143 Holmes St,"5143 Holmes St, Pittsburgh, PA 15201, USA",,40.4786678,-79.9524039,broad_filled
5143 keystone st,5143 Keystone St,"5143 Keystone St, Pittsburgh, PA 15201, USA",,40.4784751,-79.95357,broad_filled
5144 butler st,5144 Butler St,"5144 Butler St, Pittsburgh, PA 15201, USA",,40.4795168,-79.95474399999999,broad_filled
5144 carnegie st,5144 Carnegie St,"5144 Carnegie St, Pittsburgh, PA 15201, USA",,40.4788966,-79.953992,broad_filled
5144 holmes st,5144 Holmes St,"5144 Holmes St, Pittsburgh, PA 15201, USA",,40.4784861,-79.9520994,broad_filled
5144 kent way,5144 Kent Way,"5144 Kent Way, Pittsburgh, PA 15201, USA",,40.47852940000001,-79.95272489999999,broad_filled
5144 keystone st,5144 Keystone St,"5144 Keystone St, Pittsburgh, PA 15201, USA",,40.4783981,-79.95324939999999,broad_filled
5144 natrona way,5144 Natrona Way,"5144 Natrona Way, Pittsburgh, PA 15201, USA",,40.4787199,-79.9536636,broad_filled
5145 butler st,5145 Butler St,"5145 Butler St, Pittsburgh, PA 15201, USA",,40.4796256,-79.9551482,broad_filled
5145 carnegie st,5145 Carnegie St,"5145 Carnegie St, Pittsburgh, PA 15201, USA",,40.479109,-79.954217,broad_filled
5145 holmes st,5145 Holmes St,"5145 Holmes St, Pittsburgh, PA 15201, USA",,40.4787215,-79.95237449999999,broad_filled
5145 keystone st,5145 Keystone St,"5145 Keystone St, Pittsburgh, PA 15201, USA",,40.4785061,-79.95351749999999,broad_filled
5145 stanton ave,5145 Stanton Ave,"5145 Stanton Ave, Pittsburgh, PA 15201, USA",,40.477445,-79.953751,broad_filled
5146 butler st,5146 Butler St,"5146 Butler St, Pittsburgh, PA 15201, USA",,40.47955,-79.9547136,broad_filled
5146 carnegie st,5146 Carnegie St,"5146 Carnegie St, Pittsburgh, PA 15201, USA",,40.4789599,-79.95395889999999,broad_filled
5146 dresden way,5146 Dresden Way,"5146 Dresden Way, Pittsburgh, PA 15201, USA",,40.47932249999999,-79.954364,broad_filled
5146 keystone st,5146 Keystone St,"5146 Keystone St, Pittsburgh, PA 15201, USA",,40.4784463,-79.95318739999999,broad_filled
5146 natrona way,5146 Natrona Way,"5146 Natrona Way, Pittsburgh, PA 15201, USA",,40.478755,-79.9536522,broad_filled
5146 ruby st,5146 Ruby St,"5146 Ruby St, Pittsburgh, PA 15201, USA",,40.4798383,-79.9555389,broad_filled
5147 butler st,5147 Butler St,"5147 Butler St, Pittsburgh, PA 15201, USA",,40.4797005,-79.95510449999999,broad_filled
5147 carnegie st,5147 Carnegie St,"5147 Carnegie St, Pittsburgh, PA 15201, USA",,40.4791466,-79.9542656,broad_filled
5147 holmes st,5147 Holmes St,"5147 Holmes St, Pittsburgh, PA 15201, USA",,40.4787681,-79.9523457,broad_filled
5147 keystone st,5147 Keystone St,"5147 Keystone St, Pittsburgh, PA 15201, USA",,40.4785622,-79.95349569999999,broad_filled
5148 butler st,5148 Butler St,"5148 Butler St, Pittsburgh, PA 15201, USA",,40.4796613,-79.95470639999999,broad_filled
5148 carnegie st,5148 Carnegie St,"5148 Carnegie St, Pittsburgh, PA 15201, USA",,40.4790079,-79.95393059999999,broad_filled
5148 dresden way,5148 Dresden Way,"5148 Dresden Way, Pittsburgh, PA 15201, USA",,40.4793797,-79.95434209999999,broad_filled
5148 kent way,5148 Kent Way,"5148 Kent Way, Pittsburgh, PA 15201, USA",,40.478782,-79.9525676,broad_filled
5148 keystone st,5148 Keystone St,"5148 Keystone St, Pittsburgh, PA 15201, USA",,40.478456,-79.953058,broad_filled
5148 natrona way,5148 Natrona Way,"5148 Natrona Way, Pittsburgh, PA 15201, USA",,40.4787925,-79.9536303,broad_filled
5149 butler st,5149 Butler St,"5149 Butler St, Pittsburgh, PA 15201, USA",,40.4797836,-79.9551122,broad_filled
5149 butler st ste 100,5149 Butler St Suite 100,"5149 Butler St Suite 100, Pittsburgh, PA 15201, USA",,40.4797738,-79.9550708,broad_filled
5149 butler st ste 300,5149 Butler St Suite 300,"5149 Butler St Suite 300, Pittsburgh, PA 15201, USA",,40.4797738,-79.9550708,broad_filled
5149 carnegie st,5149 Carnegie St,"5149 Carnegie St, Pittsburgh, PA 15201, USA",,40.47920879999999,-79.9541891,broad_filled
5149 keystone st,5149 Keystone St,"5149 Keystone St, Pittsburgh, PA 15201, USA",,40.4786017,-79.95349560000001,broad_filled
515 52nd st,515 52nd St,"515 52nd St, Pittsburgh, PA 15201, USA",,40.4790462,-79.952286,broad_filled
515 53rd st,515 53rd St,"515 53rd St, Pittsburgh, PA 15201, USA",,40.4808378,-79.9504386,broad_filled
5150 1/2 carnegie st,5150 1/2 Carnegie St,"5150 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.479057,-79.953807,broad_filled
5150 butler st,5150 Butler St,"5150 Butler St, Pittsburgh, PA 15201, USA",,40.4796943,-79.9547256,broad_filled
5150 carnegie st,5150 Carnegie St,"5150 Carnegie St, Pittsburgh, PA 15201, USA",,40.4790568,-79.95391479999999,broad_filled
5150 keystone st,5150 Keystone St,"5150 Keystone St, Pittsburgh, PA 15201, USA",,40.478524,-79.9531339,broad_filled
5150 natrona way,5150 Natrona Way,"5150 Natrona Way, Pittsburgh, PA 15201, USA",,40.4788422,-79.9535966,broad_filled
5150 ruby st,5150 Ruby St,"5150 Ruby St, Pittsburgh, PA 15201, USA",,40.4799675,-79.9554433,broad_filled
5151 butler st,5151 Butler St,"5151 Butler St, Pittsburgh, PA 15201, USA",,40.47982469999999,-79.9550549,broad_filled
5151 carnegie st,5151 Carnegie St,"5151 Carnegie St, Pittsburgh, PA 15201, USA",,40.4792613,-79.9541577,broad_filled
5151 keystone st,5151 Keystone St,"5151 Keystone St, Pittsburgh, PA 15201, USA",,40.4786301,-79.95344659999999,broad_filled
5152 butler st,5152 Butler St,"5152 Butler St, Pittsburgh, PA 15201, USA",,40.4797232,-79.9546467,broad_filled
5152 carnegie st,5152 Carnegie St,"5152 Carnegie St, Pittsburgh, PA 15201, USA",,40.4791339,-79.9538905,broad_filled
5152 keystone st,5152 Keystone St,"5152 Keystone St, Pittsburgh, PA 15201, USA",,40.47860319999999,-79.9531183,broad_filled
5152 natrona way,5152 Natrona Way,"5152 Natrona Way, Pittsburgh, PA 15201, USA",,40.4788923,-79.9535739,broad_filled
5153 carnegie st,5153 Carnegie St,"5153 Carnegie St, Pittsburgh, PA 15201, USA",,40.4793212,-79.9541236,broad_filled
5153 kent way,5153 Kent Way,"5153 Kent Way, Pittsburgh, PA 15201, USA",,40.4789451,-79.952676,broad_filled
5153 keystone st,5153 Keystone St,"5153 Keystone St, Pittsburgh, PA 15201, USA",,40.4786633,-79.95342749999999,broad_filled
5154 butler st,5154 Butler St,"5154 Butler St, Pittsburgh, PA 15201, USA",,40.4797786,-79.9546263,broad_filled
5154 carnegie st,5154 Carnegie St,"5154 Carnegie St, Pittsburgh, PA 15201, USA",,40.4791731,-79.9538694,broad_filled
5154 dresden way,5154 Dresden Way,"5154 Dresden Way, Pittsburgh, PA 15201, USA",,40.47952300000001,-79.9542683,broad_filled
5154 keystone st,5154 Keystone St,"5154 Keystone St, Pittsburgh, PA 15201, USA",,40.4786422,-79.9530963,broad_filled
5154 natrona way,5154 Natrona Way,"5154 Natrona Way, Pittsburgh, PA 15201, USA",,40.4789377,-79.95352969999999,broad_filled
5155 butler st,5155 Butler St,"5155 Butler St, Pittsburgh, PA 15201, USA",,40.4798808,-79.9549528,broad_filled
5155 carnegie st,5155 Carnegie St,"5155 Carnegie St, Pittsburgh, PA 15201, USA",,40.4793634,-79.9541102,broad_filled
5155 keystone st,5155 Keystone St,"5155 Keystone St, Pittsburgh, PA 15201, USA",,40.47870160000001,-79.9534047,broad_filled
5156 butler st,5156 Butler St,"5156 Butler St, Pittsburgh, PA 15201, USA",,40.4798427,-79.9545716,broad_filled
5156 carnegie st,5156 Carnegie St,"5156 Carnegie St, Pittsburgh, PA 15201, USA",,40.4792135,-79.9538326,broad_filled
5156 dresden way,5156 Dresden Way,"5156 Dresden Way, Pittsburgh, PA 15201, USA",,40.4795528,-79.9542661,broad_filled
5156 keystone st,5156 Keystone St,"5156 Keystone St, Pittsburgh, PA 15201, USA",,40.4787088,-79.9530458,broad_filled
5156 natrona way,5156 Natrona Way,"5156 Natrona Way, Pittsburgh, PA 15201, USA",,40.4789786,-79.9535121,broad_filled
5157 carnegie st,5157 Carnegie St,"5157 Carnegie St, Pittsburgh, PA 15201, USA",,40.4794091,-79.9540707,broad_filled
5157 keystone st,5157 Keystone St,"5157 Keystone St, Pittsburgh, PA 15201, USA",,40.4787656,-79.9533848,broad_filled
5158 butler st,5158 Butler St,"5158 Butler St, Pittsburgh, PA 15201, USA",,40.4798128,-79.95434209999999,broad_filled
5158 butler st unit 1,5158 Butler St APT 1,"5158 Butler St APT 1, Pittsburgh, PA 15201, USA",,40.4797969,-79.9543731,broad_filled
5158 butler st unit 2,5158 Butler St APT 2,"5158 Butler St APT 2, Pittsburgh, PA 15201, USA",,40.47988369999999,-79.9545486,broad_filled
5158 butler st unit 3,5158 Butler St APT 3,"5158 Butler St APT 3, Pittsburgh, PA 15201, USA",,40.4798522,-79.95455330000001,broad_filled
5158 butler st unit 4,5158 Butler St APT 4,"5158 Butler St APT 4, Pittsburgh, PA 15201, USA",,40.4797976,-79.95437489999999,broad_filled
5158 carnegie st,5158 Carnegie St,"5158 Carnegie St, Pittsburgh, PA 15201, USA",,40.4792597,-79.9537856,broad_filled
5158 dresden way,5158 Dresden Way,"5158 Dresden Way, Pittsburgh, PA 15201, USA",,40.4795759,-79.9542219,broad_filled
5158 keystone st,5158 Keystone St,"5158 Keystone St, Pittsburgh, PA 15201, USA",,40.478747,-79.9529796,broad_filled
5158 natrona way,5158 Natrona Way,"5158 Natrona Way, Pittsburgh, PA 15201, USA",,40.4790105,-79.9535,broad_filled
5159 1/2 carnegie st,5159 1/2 Carnegie St,"5159 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.4795403,-79.9541909,broad_filled
5159 carnegie st,5159 Carnegie St,"5159 Carnegie St, Pittsburgh, PA 15201, USA",,40.4794414,-79.9540256,broad_filled
5159 keystone st,5159 Keystone St,"5159 Keystone St, Pittsburgh, PA 15201, USA",,40.4788101,-79.953355,broad_filled
5159 stanton ave,5159 Stanton Ave,"5159 Stanton Ave, Pittsburgh, PA 15201, USA",,40.47754339999999,-79.9532691,broad_filled
516 54th st,516 54th St,"516 54th St, Pittsburgh, PA 15201, USA",,40.4813384,-79.9494304,broad_filled
516 mccandless ave,516 McCandless Ave,"516 McCandless Ave, Pittsburgh, PA 15201, USA",,40.4800443,-79.9514205,broad_filled
516 mccandless ave apt 1,516 McCandless Ave Apartment 1,"516 McCandless Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4800042,-79.95143399999999,broad_filled
516 mccandless ave apt 2,516 McCandless Ave Apartment 2,"516 McCandless Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4800042,-79.95143399999999,broad_filled
516 mccandless ave apt 3,516 McCandless Ave Apartment 3,"516 McCandless Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.4800042,-79.95143399999999,broad_filled
5160 butler st,5160 Butler St,"5160 Butler St, Pittsburgh, PA 15201, USA",,40.4799571,-79.9545279,broad_filled
5160 carnegie st,5160 Carnegie St,"5160 Carnegie St, Pittsburgh, PA 15201, USA",,40.4793116,-79.95376879999999,broad_filled
5160 keystone st,5160 Keystone St,"5160 Keystone St, Pittsburgh, PA 15201, USA",,40.4788102,-79.953009,broad_filled
5161 1/2 carnegie st,1/2,"1/2, 5161 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796,-79.9540471,broad_filled
5161 butler st,5161 Butler St,"5161 Butler St, Pittsburgh, PA 15201, USA",,40.4800542,-79.9549148,broad_filled
5161 carnegie st,5161 Carnegie St,"5161 Carnegie St, Pittsburgh, PA 15201, USA",,40.4795206,-79.95400719999999,broad_filled
5161 keystone st,5161 Keystone St,"5161 Keystone St, Pittsburgh, PA 15201, USA",,40.4790548,-79.95321659999999,broad_filled
5161 natrona way,5161 Natrona Way,"5161 Natrona Way, Pittsburgh, PA 15201, USA",,40.47909749999999,-79.9536521,broad_filled
5161 stanton ave,5161 Stanton Ave,"5161 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4775673,-79.9532057,broad_filled
5162 carnegie st,5162 Carnegie St,"5162 Carnegie St, Pittsburgh, PA 15201, USA",,40.479368,-79.95374819999999,broad_filled
5162 natrona way,5162 Natrona Way,"5162 Natrona Way, Pittsburgh, PA 15201, USA",,40.4790719,-79.9534541,broad_filled
5163 1/2 carnegie st,5163 1/2 Carnegie St,"5163 1/2 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796742,-79.95404719999999,broad_filled
5163 carnegie st,5163 Carnegie St,"5163 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796406,-79.9539487,broad_filled
5163 natrona way,5163 Natrona Way,"5163 Natrona Way, Pittsburgh, PA 15201, USA",,40.4791439,-79.9536193,broad_filled
5163 stanton ave,5163 Stanton Ave,"5163 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4776999,-79.9526334,broad_filled
5164 carnegie st,5164 Carnegie St,"5164 Carnegie St, Pittsburgh, PA 15201, USA",,40.4794156,-79.9537247,broad_filled
5164 keystone st,5164 Keystone St,"5164 Keystone St, Pittsburgh, PA 15201, USA",,40.4789053,-79.95293869999999,broad_filled
5164 natrona way,5164 Natrona Way,"5164 Natrona Way, Pittsburgh, PA 15201, USA",,40.4791214,-79.9534376,broad_filled
5165 butler st,5165 Butler St,"5165 Butler St, Pittsburgh, PA 15201, USA",,40.4801887,-79.9548865,broad_filled
5165 carnegie st,5165 Carnegie St,"5165 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796785,-79.95387219999999,broad_filled
5165 stanton ave,5165 Stanton Ave,"5165 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4777747,-79.9523047,broad_filled
5166 butler st,5166 Butler St,"5166 Butler St, Pittsburgh, PA 15201, USA",,40.480009,-79.9542219,broad_filled
5166 carnegie st,5166 Carnegie St,"5166 Carnegie St, Pittsburgh, PA 15201, USA",,40.4794938,-79.9537376,broad_filled
5166 keystone st,5166 Keystone St,"5166 Keystone St, Pittsburgh, PA 15201, USA",,40.4789561,-79.9529106,broad_filled
5166 natrona way,5166 Natrona Way,"5166 Natrona Way, Pittsburgh, PA 15201, USA",,40.4791553,-79.95341669999999,broad_filled
5167 butler st,5167 Butler St,"5167 Butler St, Pittsburgh, PA 15201, USA",,40.48024119999999,-79.9548579,broad_filled
5167 carnegie st,5167 Carnegie St,"5167 Carnegie St, Pittsburgh, PA 15201, USA",,40.4797498,-79.9539597,broad_filled
5167 stanton ave,5167 Stanton Ave,"5167 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4777923,-79.952083,broad_filled
5168 carnegie st,5168 Carnegie St,"5168 Carnegie St, Pittsburgh, PA 15201, USA",,40.4794634,-79.95370319999999,broad_filled
5168 keystone st,5168 Keystone St,"5168 Keystone St, Pittsburgh, PA 15201, USA",,40.4790154,-79.9528807,broad_filled
5168 natrona way,5168 Natrona Way,"5168 Natrona Way, Pittsburgh, PA 15201, USA",,40.4791886,-79.9534017,broad_filled
5169 butler st,5169 Butler St,"5169 Butler St, Pittsburgh, PA 15201, USA",,40.48027,-79.95475909999999,broad_filled
5169 natrona way,5169 Natrona Way,"5169 Natrona Way, Pittsburgh, PA 15201, USA",,40.4792985,-79.9535434,broad_filled
5169 stanton ave,5169 Stanton Ave,"5169 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4777573,-79.9520917,broad_filled
517 1/2 53rd st,517 1/2 53rd St,"517 1/2 53rd St, Pittsburgh, PA 15201, USA",,40.4807525,-79.9503244,broad_filled
517 52nd st,517 52nd St,"517 52nd St, Pittsburgh, PA 15201, USA",,40.4790227,-79.9522424,broad_filled
517 53rd st,517 53rd St,"517 53rd St, Pittsburgh, PA 15201, USA",,40.4807859,-79.9503853,broad_filled
5170 butler st,5170 Butler St,"5170 Butler St, Pittsburgh, PA 15201, USA",,40.4801869,-79.9543767,broad_filled
5170 carnegie st,5170 Carnegie St,"5170 Carnegie St, Pittsburgh, PA 15201, USA",,40.4795342,-79.9536569,broad_filled
5170 keystone st,5170 Keystone St,"5170 Keystone St, Pittsburgh, PA 15201, USA",,40.4790673,-79.952874,broad_filled
5171 butler st,5171 Butler St,"5171 Butler St, Pittsburgh, PA 15201, USA",,40.4803179,-79.9547209,broad_filled
5171 dresden way,5171 Dresden Way,"5171 Dresden Way, Pittsburgh, PA 15201, USA",,40.4799627,-79.95425469999999,broad_filled
5171 natrona way,5171 Natrona Way,"5171 Natrona Way, Pittsburgh, PA 15201, USA",,40.479444,-79.9534504,broad_filled
5171 stanton ave,5171 Stanton Ave,"5171 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4777281,-79.9519825,broad_filled
5172 carnegie st,5172 Carnegie St,"5172 Carnegie St, Pittsburgh, PA 15201, USA",,40.4795777,-79.95364529999999,broad_filled
5172 keystone st,5172 Keystone St,"5172 Keystone St, Pittsburgh, PA 15201, USA",,40.4791139,-79.9528527,broad_filled
5173 dresden way,5173 Dresden Way,"5173 Dresden Way, Pittsburgh, PA 15201, USA",,40.480003,-79.95419799999999,broad_filled
5173 natrona way,5173 Natrona Way,"5173 Natrona Way, Pittsburgh, PA 15201, USA",,40.479489,-79.9534221,broad_filled
5173 stanton ave,5173 Stanton Ave,"5173 Stanton Ave, Pittsburgh, PA 15201, USA",,40.477723,-79.9519112,broad_filled
5174 carnegie st,5174 Carnegie St,"5174 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796152,-79.95362340000001,broad_filled
5175 butler st,5175 Butler St,"5175 Butler St, Pittsburgh, PA 15201, USA",,40.4804069,-79.9547078,broad_filled
5175 dresden way,5175 Dresden Way,"5175 Dresden Way, Pittsburgh, PA 15201, USA",,40.4800573,-79.954211,broad_filled
5175 natrona way,5175 Natrona Way,"5175 Natrona Way, Pittsburgh, PA 15201, USA",,40.4795326,-79.9533986,broad_filled
5175 stanton ave,5175 Stanton Ave,"5175 Stanton Ave, Pittsburgh, PA 15201, USA",,40.4777254,-79.9518404,broad_filled
5176 carnegie st,5176 Carnegie St,"5176 Carnegie St, Pittsburgh, PA 15201, USA",,40.4796508,-79.9535796,broad_filled
5176 natrona way,5176 Natrona Way,"5176 Natrona Way, Pittsburgh, PA 15201, USA",,40.4792116,-79.9533338,broad_filled
5177 keystone st,5177 Keystone St,"5177 Keystone St, Pittsburgh, PA 15201, USA",,40.4791661,-79.9532165,broad_filled
5179 stanton ave,5179 Stanton Ave,"5179 Stanton Ave, Pittsburgh, PA 15201, USA",,40.47778599999999,-79.9515181,broad_filled
518 54th st,518 54th St,"518 54th St, Pittsburgh, PA 15201, USA",,40.4813023,-79.9493857,broad_filled
518 kendall st,518 Kendall St,"518 Kendall St, Pittsburgh, PA 15201, USA",,40.4817589,-79.9485636,broad_filled
