Address,Business Name,Street,Rating,Latitude,Longitude,Flag
224 42ND ST,,,,,,
4216 DAVISON ST,,,,,,
338 PERCY ST,,,,,,
4219 GARWOOD WAY,,,,,,
190 39TH ST,,,,,,
226 MAIN ST,,,,,,
286 MAIN ST,CYA-Stephen Foster Community Center,penn ave,4.2,40.46766799999999,-79.958663,consolidated
151 38TH ST,,,,,,
4020 BUTLER ST,"Christine Healy, Pittsburgh Realtor with RE/MAX Real Estate Solutions",penn ave,5.0,40.4691015,-79.9614952,consolidated
222 FISK ST,,,,,,
155 38TH ST,,,,,,
5318 HOLMES ST,,,,,,
5405 KENT ST,,,,,,
4224 SHERROD ST,,,,,,
4214 BESSEMER ST,,,,,,
4207 BESSEMER ST,,,,,,
4214 SHERROD ST,,,,,,
273 MAIN ST,,,,,,
168 39TH ST,,,,,,
176 1/2 39TH ST,,,,,,
256 MAIN ST,,,,,,
4620 DAVISON ST,,,,,,
4615 BANCROFT ST,,,,,,
4608 CARLTON ST,,,,,,
4108 BUTLER ST,Deli on Butler,penn ave,4.7,40.469666,-79.96094409999999,consolidated
228 FISK ST,,,,,,
237 40TH ST,,,,,,
250 FISK ST,,,,,,
266 MAIN ST,,,,,,
264 FISK ST,,,,,,
4603 CARLTON ST,,,,,,
4601 CARLTON ST,,,,,,
4008 SAINT JOHNS WAY,,,,,,
3805 FOSTER ST,,,,,,
4012 BUTLER ST,Oasis Restaurant,penn ave,4.3,40.4688893,-79.9616618,consolidated
180 38TH ST,,,,,,
4104 BUTLER ST,Arsenal Beer Emporium,penn ave,4.8,40.46939700000001,-79.9608762,consolidated
4112 BUTLER ST,Lawrenceville Market House,penn ave,4.5,40.4698584,-79.9606885,consolidated
300 46TH ST,,,,,,
257 40TH ST,,,,,,
253 40TH ST,,,,,,
701 KENDALL ST,,,,,,
714 53RD ST,,,,,,
140 HOME ST,,,,,,
231 FISK ST,,,,,,
247 FISK ST,,,,,,
614 KENDALL ST,,,,,,
5311 DUNCAN ST,,,,,,
5313 WICKLIFF ST,,,,,,
5410 KENT ST,,,,,,
294 46TH ST,,,,,,
262 MAIN ST,,,,,,
189 38TH ST,,,,,,
244 46TH ST,,,,,,
248 MAIN ST,,,,,,
236 MAIN ST,,,,,,
183 38TH ST,,,,,,
233 40TH ST,,,,,,
280 WERNEBERG WAY,,,,,,
223 FISK ST,,,,,,
243 FISK ST,Julius Jason M DDS,penn ave,5.0,40.4683881,-79.96006030000001,consolidated
257 FISK ST,,,,,,
253 FISK ST,,,,,,
186 39TH ST,,,,,,
241 MAIN ST,,,,,,
243 42ND ST,,,,,,
236 URBANA WAY,,,,,,
413 42ND ST,,,,,,
303 MAIN ST,,,,,,
4217 GARWOOD WAY,,,,,,
330 44TH ST,,,,,,
364 44TH ST,,,,,,
344 42ND ST,,,,,,
267 42ND ST,,,,,,
227 FISK ST,,,,,,
232 MAIN ST,,,,,,
217 MAIN ST,,,,,,
224 FISK ST,,,,,,
185 LODI WAY,,,,,,
272 46TH ST,,,,,,
4027 EDEN WAY,,,,,,
188 39TH ST,,,,,,
216 FISK ST,,,,,,
300 MAIN ST,,,,,,
230 MAIN ST,,,,,,
166 39TH ST,,,,,,
237 MAIN ST,,,,,,
267 FISK ST,,,,,,
181 LODI WAY,,,,,,
170 39TH ST,,,,,,
257 MAIN ST,,,,,,
326 42ND ST,,,,,,
334 42ND ST,,,,,,
318 42ND ST,,,,,,
233 FISK ST,,,,,,
4110 DAVISON ST,"CRH Catering Co., Inc.",penn ave,1.9,40.46923100000001,-79.958733,consolidated
223 MAIN ST,,,,,,
266 42ND ST,,,,,,
236 42ND ST,,,,,,
180 39TH ST,,,,,,
298 MAIN ST,,,,,,
230 42ND ST,,,,,,
269 MAIN ST,,,,,,
4203 SHERROD ST,,,,,,
410 44TH ST,,,,,,
4222 GENEVA ST,,,,,,
251 42ND ST,,,,,,
4211 GENEVA ST,,,,,,
4232 SHERROD ST,,,,,,
301 42ND ST,,,,,,
336 PERCY ST,,,,,,
4218 BRUCE ST,,,,,,
4216 BRUCE ST,,,,,,
275 42ND ST,,,,,,
416 44TH ST,,,,,,
4230 BRUCE ST,,,,,,
4215 BRUCE ST,,,,,,
451 44TH ST,Ronald McDonald House,penn ave,4.4,40.467431,-79.9539156,bounding_only
4210 BRUCE ST,,,,,,
127 44TH ST,,,,,,
152 44TH ST,,,,,,
124 45TH ST,,,,,,
96 44TH ST,,,,,,
173 44TH ST,,,,,,
4119 FOSTER ST,,,,,,
4316 FOSTER ST,,,,,,
134 42ND ST,,,,,,
163 42ND ST,,,,,,
160 42ND ST,,,,,,
170 42ND ST,,,,,,
4127 FOSTER ST,,,,,,
172 44TH ST,,,,,,
171 42ND ST,,,,,,
135 44TH ST,,,,,,
178 44TH ST,,,,,,
176 42ND ST,,,,,,
4121 BUTLER ST,Geppetto Cafe,penn ave,4.7,40.47008049999999,-79.9609069,consolidated
191 42ND ST,,,,,,
174 41ST ST,,,,,,
181 43RD ST,Cork Harbour Pub,butler st,4.7,40.4712592,-79.96087229999999,bounding_only
141 HOME ST,,,,,,
130 44TH ST,,,,,,
3410 PENN AVE,,,,,,
169 41ST ST,,,,,,
119 BANNER WAY,,,,,,
140 BANNER WAY,,,,,,
3463 BUTLER ST,,,,,,
3414 CHARLOTTE ST,Pittsburgh HVAC Services,34th St,4.9,40.4633499,-79.9675818,broad_filled
3437 BUTLER ST,,,,,,
132 41ST ST,,,,,,
122 42ND ST,,,,,,
130 BANNER WAY,,,,,,
4125 FOSTER ST,,,,,,
3340 SMALLMAN ST,Pittsburgh Kitchenramma,34th St,3.8,40.4628416,-79.968384,broad_filled
130 41ST ST,,,,,,
3408 CHARLOTTE ST,,,,,,
148 HOME ST,,,,,,
127 43RD ST,,,,,,
124 43RD ST,,,,,,
3513 BUTLER ST,Asian Influences,penn ave,5.0,40.4644302,-79.9662797,bounding_only
3339 PENN AVE,,,,,,
4124 WILLOW ST,,,,,,
134 41ST ST,,,,,,
3505 BUTLER ST,Pulchra,penn ave,3.7,40.46422719999999,-79.96640459999999,consolidated
143 HOME ST,,,,,,
145 44TH ST,Mauney Doty L,butler st,3.7,40.47284570000001,-79.9612628,bounding_only
133 44TH ST,,,,,,
114 44TH ST,,,,,,
157 LOCARNA WAY,,,,,,
119 43RD ST,,,,,,
129 44TH ST,,,,,,
4024 WILLOW ST,,,,,,
166 41ST ST,,,,,,
115 45TH ST,,,,,,
4504 HATFIELD ST,,,,,,
153 43RD HALF ST,,,,,,
216 42ND ST,,,,,,
127 40TH ST,,,,,,
240 45TH ST,,,,,,
4401 BUTLER ST,The Parlor Dim Sum,butler st,4.4,40.4716799,-79.9598796,bounding_only
227 42ND ST,,,,,,
224 45TH ST,,,,,,
222 1/2 43RD ST,,,,,,
4403 DAVISON ST,,,,,,
4407 BUTLER ST,Nanban,butler st,4.3,40.4717953,-79.9598164,consolidated
4400 BUTLER ST,Closet Rehab,butler st,5.0,40.4713622,-79.9594426,consolidated
186 44TH ST,,,,,,
4101 BUTLER ST,PNC Bank,penn ave,3.5,40.46979,-79.96146,consolidated
4119 BUTLER ST,,,,,,
4126 BUTLER ST,Salty Paws Pittsburgh,penn ave,4.9,40.4700202,-79.9605231,consolidated
4310 BUTLER ST,Revival Print Co.,penn ave,4.5,40.47087349999999,-79.9600324,consolidated
4113 BUTLER ST,,,,,,
253 43RD ST,,,,,,
4514 PLUMMER ST,Radiant Hall Studios,butler st,4.9,40.4734789,-79.9603211,consolidated
129 45TH ST,,,,,,
181 45TH ST,,,,,,
170 46TH ST,,,,,,
127 45TH ST,,,,,,
192 43RD ST,,,,,,
169 BANNER WAY,,,,,,
155 43RD HALF ST,,,,,,
4310 FOSTER ST,,,,,,
170 43RD ST,,,,,,
151 43RD HALF ST,,,,,,
154 44TH ST,,,,,,
169 44TH ST,,,,,,
174 42ND ST,,,,,,
156 41ST ST,,,,,,
4311 FOSTER ST,,,,,,
172 41ST ST,,,,,,
4308 FOSTER ST,,,,,,
145 43RD ST,,,,,,
180 41ST ST,,,,,,
4014 FOSTER ST,,,,,,
135 40TH ST,,,,,,
4317 SUMMIT ST,,,,,,
173 42ND ST,,,,,,
4032 WILLOW ST,,,,,,
4406 EDEN WAY,,,,,,
221 43RD ST,New Bethel Baptist Church,penn ave,4.6,40.47046030000001,-79.9596712,consolidated
4319 BUTLER ST,Golden Goat,butler st,4.8,40.47123190000001,-79.96024369999999,bounding_only
4115 BUTLER ST,Bierport Tap Room,penn ave,,40.4699387,-79.9610646,bounding_only
155 43RD ST,,,,,,
163 40TH ST,,,,,,
151 44TH ST,,,,,,
122 LOCARNA WAY,,,,,,
157 43RD ST,,,,,,
4302 BUTLER ST,Seasonal Nail Salon,penn ave,4.1,40.47066530000001,-79.9600758,consolidated
4313 BUTLER ST,Wagner Shoes,butler st,4.8,40.47109590000001,-79.9602426,consolidated
216 44TH ST,"Walter J. Zalewski Funeral Homes, Inc.",penn ave,4.7,40.4709689,-79.9593557,consolidated
296 45TH ST,,,,,,
215 42ND ST,,,,,,
125 40TH ST,,,,,,
158 ALMOND WAY,,,,,,
4409 BUTLER ST,Mix Candle Co Lawrenceville,butler st,4.7,40.4718971,-79.9597418,consolidated
4013 FOSTER ST,,,,,,
4407 DAVISON ST,CDC Hauling LLC,penn ave,5.0,40.4702443,-79.95772939999999,consolidated
306 45TH ST,,,,,,
4304 BUTLER ST,Party On Butler,penn ave,4.9,40.4707549,-79.9600786,consolidated
214 43RD ST,,,,,,
4502 BUTLER ST,Banh Mi & Ti,butler st,4.7,40.4721765,-79.95905599999999,consolidated
262 45TH ST,,,,,,
164 ALMOND WAY,,,,,,
4500 BUTLER ST,V3 Flatbread Pizza,butler st,4.5,40.4721169,-79.9590389,consolidated
212 43RD ST,,,,,,
294 45TH ST,,,,,,
4417 BUTLER ST,The Juice Yard,butler st,,40.47207400000001,-79.9596771,consolidated
228 45TH ST,,,,,,
4312 PLEASANT WAY,,,,,,
302 44TH ST,,,,,,
4404 BUTLER ST,,,,,,
230 45TH ST,,,,,,
308 45TH ST,,,,,,
242 45TH ST,,,,,,
4300 BUTLER ST,Condado Tacos,penn ave,4.6,40.4706352,-79.9601584,consolidated
4404 DAVISON ST,,,,,,
4022 WILLOW ST,,,,,,
4010 FOSTER ST,,,,,,
276 45TH ST,,,,,,
253 45TH ST,,,,,,
237 45TH ST,,,,,,
307 45TH ST,,,,,,
292 46TH ST,,,,,,
274 46TH ST,,,,,,
172 HOME ST,,,,,,
184 HOME ST,,,,,,
133 46TH ST,,,,,,
4616 PLUMMER ST,,,,,,
160 45TH ST,,,,,,
4607 BUTLER ST,Otto Finn,butler st,5.0,40.47318509999999,-79.95884470000001,consolidated
127 46TH ST,,,,,,
183 46TH ST,,,,,,
168 HOME ST,,,,,,
4606 PLUMMER ST,,,,,,
168 45TH ST,,,,,,
158 LOCARNA WAY,,,,,,
167 HOME ST,,,,,,
4621 PLUMMER ST,,,,,,
302 46TH ST,,,,,,
305 45TH ST,,,,,,
4053 BUTLER ST,La Vostra Pizza,penn ave,4.5,40.4694062,-79.96156119999999,consolidated
147 45TH ST,,,,,,
166 46TH ST,,,,,,
142 46TH ST,,,,,,
138 45TH ST,,,,,,
139 COTTON WAY,,,,,,
334 44TH ST,,,,,,
299 42ND ST,,,,,,
3613 BUTLER ST,Heart of Glass,34th St,4.9,40.4658377,-79.9652739,broad_filled
341 42ND ST,,,,,,
190 36TH ST,,,,,,
3801 BUTLER ST,Piccolo Forno,penn ave,4.5,40.4670037,-79.9643576,consolidated
343 42ND ST,,,,,,
4204 BRUCE ST,,,,,,
434 44TH ST,,,,,,
360 44TH ST,,,,,,
343 44TH ST,,,,,,
329 44TH ST,,,,,,
338 45TH ST,,,,,,
347 44TH ST,,,,,,
305 MAIN ST,,,,,,
346 45TH ST,,,,,,
4234 BRUCE ST,,,,,,
3619 CHARLOTTE ST,,,,,,
337 44TH ST,,,,,,
3627 BUTLER ST,Phoenix Boutique,penn ave,4.7,40.4661902,-79.9649519,consolidated
335 44TH ST,,,,,,
405 44TH ST,,,,,,
4243 DUNKELD WAY,,,,,,
358 45TH ST,,,,,,
381 44TH ST,,,,,,
4239 DUNKELD WAY,,,,,,
4228 BRUCE ST,,,,,,
4410 SHERROD ST,,,,,,
326 45TH ST,,,,,,
175 37TH ST,,,,,,
357 42ND ST,,,,,,
3617 BUTLER ST,McDonough's Antiques,penn ave,4.3,40.46593000000001,-79.9650705,consolidated
4241 DUNKELD WAY,,,,,,
4223 DUNKELD WAY,,,,,,
4227 SHERROD ST,,,,,,
328 45TH ST,,,,,,
4225 SHERROD ST,,,,,,
274 SERVICE WAY,,,,,,
225 45TH ST,,,,,,
4306 BUTLER ST,The Vandal,penn ave,4.5,40.4708202,-79.960028,consolidated
4405 CESSNA WAY,,,,,,
311 SERVICE WAY,,,,,,
232 46TH ST,,,,,,
309 44TH ST,,,,,,
255 44TH ST,,,,,,
4402 DAVISON ST,,,,,,
257 44TH ST,,,,,,
234 43RD ST,,,,,,
4421 DAVISON ST,,,,,,
244 45TH ST,,,,,,
185 47TH ST,,,,,,
181 HOME ST,,,,,,
4625 PLUMMER ST,,,,,,
325 44TH ST,,,,,,
4214 BRUCE ST,,,,,,
4417 GARWOOD WAY,,,,,,
252 37TH ST,,,,,,
323 44TH ST,,,,,,
187 36TH ST,,,,,,
3706 CHARLOTTE ST,,,,,,
4211 SHERROD ST,,,,,,
4223 SHERROD ST,,,,,,
3621 CHARLOTTE ST,,,,,,
3595 BUTLER ST,Grey Box Theatre,penn ave,3.6,40.4653646,-79.9655398,consolidated
4205 SHERROD ST,,,,,,
403 44TH ST,,,,,,
247 42ND ST,,,,,,
311 MAIN ST,,,,,,
285 MAIN ST,,,,,,
3601 BUTLER ST,Burghers Brewing Company Lawrenceville Tap House,penn ave,4.2,40.46550839999999,-79.9653805,bounding_only
4227 DUNKELD WAY,,,,,,
3629 CHARLOTTE ST,,,,,,
3803 BUTLER ST,Millie's Homemade Ice Cream,penn ave,4.8,40.4670682,-79.96431439999999,consolidated
4233 DUNKELD WAY,,,,,,
4224 BRUCE ST,,,,,,
367 44TH ST,,,,,,
336 45TH ST,,,,,,
3701 CHARLOTTE ST,,,,,,
4209 SHERROD ST,,,,,,
257 37TH ST,,,,,,
4420 SHERROD ST,,,,,,
327 44TH ST,,,,,,
265 MAIN ST,,,,,,
249 37TH ST,,,,,,
3535 BUTLER ST,Frankie's Extra Long,penn ave,4.6,40.4649824,-79.96585019999999,bounding_only
269 ATER WAY,,,,,,
273 38TH ST,,,,,,
354 42ND ST,,,,,,
259 42ND ST,,,,,,
378 42ND ST,,,,,,
346 42ND ST,,,,,,
310 44TH ST,,,,,,
326 44TH ST,,,,,,
315 MAIN ST,,,,,,
316 44TH ST,,,,,,
328 44TH ST,,,,,,
4208 DAVISON ST,,,,,,
336 42ND ST,,,,,,
287 MAIN ST,,,,,,
358 42ND ST,,,,,,
334 PERCY ST,,,,,,
320 44TH ST,,,,,,
253 42ND ST,,,,,,
265 42ND ST,,,,,,
324 44TH ST,,,,,,
4226 SHERROD ST,,,,,,
4213 BESSEMER ST,,,,,,
4209 DUNKELD WAY,,,,,,
348 42ND ST,,,,,,
4215 GARWOOD WAY,,,,,,
412 44TH ST,,,,,,
324 42ND ST,,,,,,
350 42ND ST,,,,,,
4217 BRUCE ST,,,,,,
4236 BRUCE ST,,,,,,
4220 GENEVA ST,,,,,,
4218 SHERROD ST,,,,,,
295 MAIN ST,,,,,,
301 MAIN ST,,,,,,
4216 SHERROD ST,,,,,,
4219 GENEVA ST,,,,,,
380 42ND ST,,,,,,
4218 GENEVA ST,,,,,,
4201 SHERROD ST,,,,,,
263 42ND ST,,,,,,
438 44TH ST,,,,,,
330 PERCY ST,,,,,,
342 42ND ST,,,,,,
352 42ND ST,,,,,,
4215 BESSEMER ST,,,,,,
261 42ND ST,,,,,,
4221 BRUCE ST,,,,,,
332 44TH ST,,,,,,
239 42ND ST,,,,,,
249 42ND ST,,,,,,
4232 BRUCE ST,,,,,,
354 44TH ST,,,,,,
436 44TH ST,,,,,,
234 URBANA WAY,,,,,,
248 38TH ST,Ed's,penn ave,5.0,40.4657279,-79.9629975,consolidated
256 38TH ST,,,,,,
237 38TH ST,,,,,,
225 37TH ST,Saint Padre Pio Parish,penn ave,4.8,40.4652168,-79.9639261,consolidated
3629 BUTLER ST,Macaron Bar Lawrenceville,penn ave,4.7,40.4662706,-79.9649122,consolidated
308 44TH ST,,,,,,
299 MAIN ST,,,,,,
4217 GENEVA ST,,,,,,
4227 POST ST,,,,,,
221 38TH ST,,,,,,
286 FISK ST,,,,,,
282 FISK ST,,,,,,
4020 ARSENAL PL,,,,,,
288 FISK ST,,,,,,
306 MAIN ST,,,,,,
222 39TH ST,,,,,,
4004 ARSENAL PL,,,,,,
4001 PENN AVE,,,,,,
3720 BUTLER ST,Round Corner Cantina,penn ave,4.3,40.466703,-79.964259,consolidated
4013 ARSENAL PL,,,,,,
350 45TH ST,,,,,,
265 ATER WAY,,,,,,
247 37TH ST,,,,,,
278 38TH ST,,,,,,
251 37TH ST,,,,,,
3714 BUTLER ST,,,,,,
241 37TH ST,,,,,,
3800 BUTLER ST,,,,,,
259 38TH ST,,,,,,
251 38TH ST,,,,,,
255 38TH ST,,,,,,
266 45TH ST,,,,,,
4410 DAVISON ST,,,,,,
4505 DAVISON ST,,,,,,
233 44TH ST,,,,,,
190 47TH ST,,,,,,
5334 WICKLIFF ST,,,,,,
818 LEYDON ST,,,,,,
5312 DUNCAN ST,,,,,,
270 FISK ST,,,,,,
242 MAIN ST,,,,,,
251 40TH ST,,,,,,
219 MAIN ST,,,,,,
234 MAIN ST,,,,,,
218 MAIN ST,,,,,,
153 38TH ST,,,,,,
161 38TH ST,,,,,,
172 38TH ST,,,,,,
184 39TH ST,,,,,,
3807 FOSTER ST,,,,,,
227 MAIN ST,,,,,,
229 FISK ST,,,,,,
226 FISK ST,,,,,,
245 40TH ST,,,,,,
5333 DUNCAN ST,,,,,,
285 40TH ST,,,,,,
414 42ND ST,,,,,,
417 42ND ST,,,,,,
304 39TH ST,,,,,,
4209 POST ST,,,,,,
428 42ND ST,,,,,,
327 FISK ST,,,,,,
3822 BUTLER ST,LibertyX Bitcoin ATM,penn ave,,40.4671488,-79.96388089999999,consolidated
4001 ARSENAL PL,,,,,,
228 39TH ST,,,,,,
345 MAIN ST,,,,,,
182 39TH ST,,,,,,
4609 PLUMMER ST,,,,,,
187 HOME ST,,,,,,
4609 BUTLER ST,Lawrence Hall,butler st,4.1,40.47324649999999,-79.95882460000001,consolidated
4612 PLUMMER ST,,,,,,
183 HOME ST,,,,,,
284 FISK ST,,,,,,
295 38TH ST,,,,,,
271 38TH ST,,,,,,
293 40TH ST,,,,,,
292 FISK ST,,,,,,
4019 ARSENAL PL,,,,,,
250 39TH ST,,,,,,
177 46TH ST,,,,,,
158 HOME ST,,,,,,
4600 PLUMMER ST,,,,,,
4615 PLUMMER ST,,,,,,
212 39TH ST,,,,,,
245 38TH ST,,,,,,
242 38TH ST,,,,,,
309 FISK ST,,,,,,
295 40TH ST,,,,,,
337 FISK ST,,,,,,
4203 POST ST,,,,,,
326 MAIN ST,,,,,,
322 MAIN ST,,,,,,
355 MAIN ST,,,,,,
183 ALMOND WAY,,,,,,
4516 DAVISON ST,,,,,,
265 46TH ST,RedStone Place,butler st,4.8,40.4717875,-79.9563388,consolidated
4612 CARLTON ST,,,,,,
4510 DAVISON ST,,,,,,
341 46TH ST,,,,,,
4611 BANCROFT ST,,,,,,
4607 PLUMMER ST,,,,,,
254 FISK ST,,,,,,
183 LODI WAY,,,,,,
297 45TH ST,,,,,,
217 40TH ST,,,,,,
4512 DAVISON ST,,,,,,
291 MAIN ST,,,,,,
187 38TH ST,,,,,,
249 MAIN ST,,,,,,
372 42ND ST,,,,,,
255 MAIN ST,Silver Apple Gallery,penn ave,5.0,40.46867110000001,-79.959034,consolidated
257 42ND ST,,,,,,
514 54TH ST,,,,,,
712 53RD ST,,,,,,
5307 WICKLIFF ST,,,,,,
5330 WICKLIFF ST,,,,,,
5329 HOLMES ST,,,,,,
246 46TH ST,,,,,,
236 FISK ST,,,,,,
241 FISK ST,,,,,,
238 MAIN ST,,,,,,
174 LODI WAY,,,,,,
261 FISK ST,,,,,,
269 FISK ST,,,,,,
5311 WICKLIFF ST,,,,,,
618 KENDALL ST,,,,,,
516 54TH ST,,,,,,
611 KENDALL ST,,,,,,
5332 HOLMES ST,,,,,,
519 54TH ST,,,,,,
523 54TH ST,,,,,,
4208 BRUCE ST,,,,,,
188 36TH ST,,,,,,
4217 DUNKELD WAY,,,,,,
3615 BUTLER ST,Driftwood Oven,penn ave,4.7,40.46588969999999,-79.96511799999999,bounding_only
4205 DUNKELD WAY,,,,,,
4213 GENEVA ST,,,,,,
4212 BRUCE ST,,,,,,
3617 CHARLOTTE ST,,,,,,
266 38TH ST,,,,,,
233 38TH ST,,,,,,
277 38TH ST,,,,,,
321 FISK ST,,,,,,
4014 ARSENAL PL,,,,,,
448 44TH ST,,,,,,
296 39TH ST,,,,,,
4227 KELLER ST,,,,,,
330 MAIN ST,,,,,,
4225 CALVIN ST,,,,,,
331 FISK ST,,,,,,
264 MAIN ST,,,,,,
219 FISK ST,,,,,,
276 FISK ST,,,,,,
166 LODI WAY,Tom Savini Mural,penn ave,,40.4697972,-79.9629253,consolidated
216 MAIN ST,,,,,,
233 MAIN ST,,,,,,
4209 BESSEMER ST,,,,,,
361 42ND ST,Carlton Club,penn ave,5.0,40.4679896,-79.95691959999999,consolidated
4238 BRUCE ST,,,,,,
340 42ND ST,,,,,,
314 44TH ST,,,,,,
321 MAIN ST,,,,,,
365 44TH ST,,,,,,
4213 DUNKELD WAY,,,,,,
353 44TH ST,,,,,,
333 42ND ST,,,,,,
3703 BUTLER ST,The Babe Cave,penn ave,4.6,40.46646150000001,-79.96485779999999,consolidated
414 44TH ST,,,,,,
4222 SHERROD ST,,,,,,
4207 DUNKELD WAY,,,,,,
440 44TH ST,,,,,,
4206 BESSEMER ST,,,,,,
337 42ND ST,,,,,,
363 FISK ST,,,,,,
4101 PENN AVE,,,,,,
253 38TH ST,,,,,,
3710 BUTLER ST,,,,,,
277 42ND ST,,,,,,
4219 DUNKELD WAY,,,,,,
243 37TH ST,,,,,,
253 37TH ST,,,,,,
4225 DUNKELD WAY,,,,,,
3709 BUTLER ST,New Alliance Federal Credit Union (Lawrenceville),penn ave,4.3,40.46662329999999,-79.964732,consolidated
342 45TH ST,,,,,,
357 44TH ST,,,,,,
363 44TH ST,,,,,,
351 44TH ST,,,,,,
3609 BUTLER ST,spruce & adorn,penn ave,3.9,40.46569749999999,-79.96525869999999,bounding_only
333 44TH ST,,,,,,
4207 SHERROD ST,,,,,,
4215 DUNKELD WAY,,,,,,
189 37TH ST,,,,,,
330 45TH ST,,,,,,
368 44TH ST,,,,,,
4229 DUNKELD WAY,,,,,,
349 44TH ST,,,,,,
186 38TH ST,,,,,,
4231 DUNKELD WAY,,,,,,
3704 CHARLOTTE ST,,,,,,
3705 BUTLER ST,Long Story Short,penn ave,4.6,40.46650410000001,-79.9647863,consolidated
385 44TH ST,,,,,,
332 45TH ST,,,,,,
355 44TH ST,,,,,,
4409 SHERROD ST,,,,,,
318 45TH ST,,,,,,
4416 SHERROD ST,,,,,,
416 42ND ST,,,,,,
4114 GENEVA ST,,,,,,
434 42ND ST,,,,,,
4218 KELLER ST,,,,,,
352 MAIN ST,,,,,,
238 39TH ST,,,,,,
279 38TH ST,,,,,,
239 38TH ST,,,,,,
240 38TH ST,,,,,,
5266 WICKLIFF ST,,,,,,
4411 SHERROD ST,,,,,,
3723 CHARLOTTE ST,,,,,,
344 45TH ST,,,,,,
3533 BUTLER ST,Sanctuary Pittsburgh,penn ave,4.9,40.464947,-79.965942,bounding_only
4215 SHERROD ST,,,,,,
194 37TH ST,,,,,,
401 44TH ST,,,,,,
379 44TH ST,,,,,,
3583 BUTLER ST,Studio Capezzuti,penn ave,,40.4652356,-79.9656509,bounding_only
407 44TH ST,,,,,,
4057 PENN AVE,,,,,,
4201 POST ST,,,,,,
4219 CALVIN ST,,,,,,
469 42ND ST,,,,,,
4202 GENEVA ST,,,,,,
4226 POST ST,,,,,,
4202 CALVIN ST,,,,,,
261 38TH ST,,,,,,
348 45TH ST,,,,,,
244 38TH ST,,,,,,
255 37TH ST,,,,,,
245 37TH ST,,,,,,
248 37TH ST,,,,,,
352 45TH ST,,,,,,
4223 CALVIN ST,,,,,,
408 42ND ST,,,,,,
4116 GENEVA ST,,,,,,
4110 GENEVA ST,,,,,,
4011 ARSENAL PL,,,,,,
446 44TH ST,,,,,,
366 MAIN ST,,,,,,
351 MAIN ST,,,,,,
339 MAIN ST,,,,,,
370 MAIN ST,,,,,,
350 MAIN ST,,,,,,
4208 CALVIN ST,,,,,,
400 45TH ST,,,,,,
257 38TH ST,,,,,,
231 38TH ST,,,,,,
220 39TH ST REAR,,,,,,
335 MAIN ST,,,,,,
233 37TH ST,,,,,,
250 38TH ST,,,,,,
324 MAIN ST,,,,,,
345 FISK ST,,,,,,
349 FISK ST,,,,,,
390 BOWERY WAY,,,,,,
3816 BUTLER ST,Graham's Barber Shop,penn ave,4.8,40.4672452,-79.9638114,consolidated
353 FISK ST,,,,,,
4016 ARSENAL PL,,,,,,
3901 PENN AVE BLDG 1,Central Atlantic States Association of Food and Drug Officials,penn ave,,40.46544279999999,-79.9590078,consolidated
4219 POST ST,,,,,,
412 42ND ST,,,,,,
364 MAIN ST,,,,,,
4232 POST ST,,,,,,
442 44TH ST,,,,,,
4212 POST ST,,,,,,
242 39TH ST,,,,,,
295 FISK ST,,,,,,
3721 CHARLOTTE ST,,,,,,
449 42ND ST,,,,,,
4065 PENN AVE,Black Lotus Pizza,penn ave,4.6,40.4657139,-79.9555769,bounding_only
319 FISK ST,,,,,,
220 39TH ST,,,,,,
299 FISK ST,,,,,,
218 39TH ST,,,,,,
4017 ARSENAL PL,,,,,,
384 1/2 BOWERY WAY,,,,,,
4112 GENEVA ST,,,,,,
351 FISK ST,,,,,,
368 MAIN ST,,,,,,
458 44TH ST,,,,,,
4214 POST ST,,,,,,
4230 POST ST,,,,,,
4211 POST ST,,,,,,
452 44TH ST,,,,,,
265 40TH ST,,,,,,
4210 CALVIN ST,,,,,,
4043 PENN AVE,Hairsmith,liberty ave,4.9,40.4656657,-79.95630109999999,bounding_only
4201 PENN AVE,CoinFlip Bitcoin ATM,penn ave,,40.46605719999999,-79.9544469,bounding_only
4224 POST ST,,,,,,
3430 PENN AVE,,,,,,
3719 PENN AVE,,,,,,
3717 PENN AVE,,,,,,
220 38TH ST,,,,,,
283 38TH ST,,,,,,
4021 ARSENAL PL,,,,,,
306 39TH ST,,,,,,
339 FISK ST,,,,,,
268 39TH ST,,,,,,
4049 PENN AVE,Samantha Skelton Jewelry Design,liberty ave,4.6,40.4657023,-79.9561192,bounding_only
369 MAIN ST,,,,,,
4049 GENEVA ST,,,,,,
4210 POST ST,,,,,,
9238 BISSELL WAY,,,,,,
4106 GARDEN WAY,,,,,,
375 1/2 MAIN ST,,,,,,
456 44TH ST,,,,,,
452 42ND ST,,,,,,
4206 CALVIN ST,,,,,,
4208 POST ST,,,,,,
4206 POST ST,,,,,,
4213 CALVIN ST,,,,,,
365 MAIN ST,,,,,,
4108 SIEBERT ST,,,,,,
4103 PENN AVE,,,,,,
4401 PENN AVE,"Dr. Amanda Lovallo, MD",liberty ave,,40.4661227,-79.9533866,bounding_only
4212 CALVIN ST,,,,,,
373 MAIN ST,,,,,,
225 38TH ST,,,,,,
4413 GARWOOD WAY,,,,,,
3538 BUTLER ST,,,,,,
275 38TH ST,,,,,,
252 38TH ST,,,,,,
